X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,XAVG,YAVG,ZAVG,XPEAK,YPEAK,ZPEAK,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,RESULTANT,class
0.14,0.11,0.1,0.08,0.1,0.13,0.11,0.07,0.08,0.11,0.12,0.12,0.08,0.09,0.1,0.07,0.11,0.12,0.12,0.11,0.05,0.11,0.11,0.13,0.09,0.12,0.1,0.08,0.13,0.1,0,9.73,2.42,1475,707.14,1590,2.2,3.14,1.96,2.69,3.76,2.69,10.64,Walking
0.07,0.09,0.1,0.07,0.07,0.06,0.13,0.19,0.12,0.12,0.12,0.1,0.15,0.09,0.12,0.11,0.12,0.07,0.09,0.05,0.1,0.07,0.14,0.14,0.1,0.09,0.1,0.09,0.09,0.09,0,6.22,-0.03,1675,2187.5,1662.5,7.08,2.94,2.75,8.35,3.7,8.35,10.68,Walking
0.02,0.05,0.08,0.08,0.13,0.12,0.12,0.14,0.16,0.12,0.09,0.1,0.13,0.09,0.09,0.08,0.08,0.18,0.08,0.09,0.06,0.11,0.17,0.09,0.13,0.11,0.09,0.11,0.08,0.07,0,9.42,0.42,225,2616.67,1950,1.15,2.27,1.42,1.51,3.06,1.51,9.77,Upstairs
0.07,0.09,0.09,0.12,0.13,0.17,0.08,0.07,0.1,0.1,0.08,0.13,0.1,0.1,0.1,0.07,0.11,0.13,0.13,0.08,0.06,0.09,0.11,0.11,0.14,0.1,0.1,0.09,0.12,0.11,0,9.56,2.02,1625,1383.33,3275,1.4,2.73,1.66,1.85,3.25,1.85,10.18,Upstairs
0.08,0.1,0.06,0.11,0.15,0.09,0.1,0.1,0.11,0.12,0.05,0.15,0.07,0.12,0.12,0.15,0.09,0.1,0.1,0.08,0.13,0.06,0.07,0.07,0.14,0.11,0.13,0.11,0.11,0.09,0,9.64,2.06,2833.33,2012.5,1700,2.2,2.61,1.96,2.67,3.29,2.67,10.57,Walking
0.07,0.13,0.09,0.08,0.09,0.16,0.06,0.07,0.1,0.18,0.12,0.14,0.1,0.06,0.09,0.08,0.11,0.08,0.13,0.12,0.13,0.08,0.1,0.1,0.12,0.06,0.11,0.13,0.09,0.11,0,8.19,1.25,3775,455,1500,5.09,6.77,3.89,6.02,8.06,6.02,12.59,Jogging
0.2,0.15,0.14,0.07,0.08,0.12,0.14,0.08,0.02,0.03,0.15,0.1,0.1,0.13,0.09,0.09,0.12,0.09,0.05,0.08,0.12,0.12,0.09,0.08,0.05,0.12,0.13,0.09,0.12,0.12,0,0.74,0.49,4275,308.33,2775,6.47,5.99,3.84,9.07,8.8,9.07,10.95,Upstairs
0.12,0.12,0.06,0.15,0.1,0.1,0.08,0.06,0.12,0.11,0.13,0.1,0.12,0.09,0.13,0.1,0.1,0.1,0.07,0.02,0.12,0.08,0.06,0.09,0.08,0.11,0.08,0.12,0.11,0.16,0,8.96,0.74,1308.33,317.86,2975,10.23,7.18,4.61,11.75,8.44,11.75,16.61,Jogging
0.06,0.14,0.08,0.09,0.11,0.12,0.13,0.08,0.1,0.12,0.09,0.11,0.1,0.07,0.11,0.12,0.12,0.11,0.09,0.1,0.11,0.07,0.1,0.11,0.12,0.11,0.08,0.11,0.11,0.11,0,9.52,2.69,2150,875,2000,1.91,3.25,2.74,2.41,4.19,2.41,10.64,Downstairs
0.07,0.09,0.07,0.06,0.07,0.08,0.08,0.09,0.05,0,0.09,0.06,0.07,0.06,0.04,0.09,0.07,0.09,0.09,0,0.08,0.05,0.08,0.06,0.08,0.08,0.1,0.06,0.06,0,0,7.03,0.76,1150,650,2600,1.86,3.08,2.19,3.45,5.43,3.45,8,Downstairs
0.1,0.09,0.1,0.1,0.14,0.12,0.07,0.1,0.1,0.1,0.09,0.11,0.11,0.13,0.1,0.1,0.1,0.1,0.08,0.1,0.12,0.15,0.07,0.1,0.11,0.12,0.05,0.11,0.08,0.12,0,10.12,-1.51,1140,711.54,2700,4.19,3.29,2.81,5.78,4.25,5.78,12.06,Walking
0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.1,0.09,0.09,0,7.74,-0.2,325,1280,1650,4.11,3.19,1.76,5.43,4.47,5.43,9.25,Upstairs
0.42,0.1,0.11,0.13,0.13,0.11,0.01,0.01,0,0,0.1,0.06,0.06,0.09,0.09,0.11,0.15,0.14,0.14,0.02,0.11,0.13,0.07,0.11,0.08,0.09,0.06,0.15,0.12,0.09,0,8.08,-0.33,2675,428.57,2783.33,7.88,7.76,4.69,9.93,8.9,9.93,14.89,Jogging
0,0,0.01,0.06,0.04,0.03,0.04,0.09,0.13,0,0.24,0.17,0.21,0.14,0.11,0.08,0.02,0.03,0.01,0,0.08,0.11,0.13,0.11,0.1,0.09,0.11,0.07,0.12,0,0,4.97,-0.2,1483.33,3325,1937.5,8.09,2.9,2.91,9.35,3.63,9.35,10.98,Walking
0.11,0.1,0.08,0.16,0.1,0.07,0.11,0.11,0.12,0.06,0.1,0.09,0.12,0.11,0.12,0.06,0.09,0.13,0.1,0.08,0.13,0.12,0.08,0.09,0.11,0.09,0.1,0.09,0.11,0.12,0,10.13,-1.42,1525,653.57,3400,4.11,3.44,2.88,5.7,4.36,5.7,12.07,Walking
0.1,0.11,0.09,0.09,0.08,0.13,0.11,0.1,0.11,0.1,0.09,0.12,0.1,0.1,0.11,0.12,0.11,0.1,0.07,0.1,0.09,0.08,0.09,0.13,0.1,0.12,0.12,0.09,0.1,0.11,0,6.59,-0.9,1480,1850,3225,6.7,2.24,1.64,7.9,3.35,7.9,10.31,Walking
0.13,0.08,0.11,0.12,0.09,0.08,0.05,0.13,0.11,0.11,0.14,0.15,0.1,0.07,0.09,0.06,0.12,0.08,0.12,0.1,0.13,0.12,0.1,0.09,0.14,0.11,0.07,0.05,0.11,0.1,0,5.53,-0.32,763.64,1540,3850,8.38,3.12,2.43,10.06,4.27,10.06,11.41,Walking
0.06,0.12,0.11,0.11,0.09,0.07,0.1,0.09,0.15,0.12,0.14,0.1,0.09,0.08,0.13,0.08,0.11,0.08,0.11,0.11,0.15,0.11,0.09,0.1,0.12,0.1,0.08,0.07,0.08,0.12,0,9.5,-0.07,2533.33,1625,1816.67,2.39,3.88,2.85,2.88,4.67,2.88,10.66,Walking
0.1,0.08,0.12,0.1,0.15,0.11,0.11,0.09,0.08,0.09,0.06,0.11,0.14,0.1,0.1,0.18,0.09,0.08,0.06,0.1,0.09,0.12,0.07,0.09,0.16,0.08,0.11,0.13,0.09,0.09,0,9.72,-0.83,925,646.15,1550,3.98,4.18,3.59,4.92,5.15,4.92,11.96,Walking
0,0.2,0.16,0.11,0.09,0.13,0.23,0.08,0.02,0,0.33,0.09,0.05,0.11,0.14,0.09,0.11,0.03,0.03,0.05,0.07,0.12,0.13,0.11,0.09,0.12,0.12,0.12,0.07,0.07,0,-7.37,0.54,2983.33,2483.33,950,5.22,8.09,3.69,6.16,9.47,6.16,13.03,Jogging
0.1,0.06,0.12,0.14,0.09,0.08,0.11,0.1,0.1,0.13,0.13,0.09,0.11,0.12,0.09,0.08,0.09,0.09,0.1,0.12,0.08,0.1,0.06,0.1,0.13,0.13,0.12,0.13,0.06,0.11,0,9.87,0.9,2325,1258.33,2516.67,3.81,4.24,3.27,4.71,4.95,4.71,11.88,Walking
0.1,0.14,0.07,0.1,0.08,0.13,0.12,0.1,0.1,0.08,0.1,0.09,0.11,0.12,0.12,0.09,0.09,0.07,0.11,0.12,0.1,0.13,0.1,0.1,0.12,0.07,0.12,0.08,0.11,0.1,0,10.18,-1.47,1987.5,606.67,1410,2.76,4.58,4.62,3.58,5.74,3.58,12.84,Walking
0.08,0.1,0.13,0.1,0.1,0.11,0.09,0.07,0.1,0.15,0.12,0.09,0.09,0.16,0.09,0.12,0.09,0.1,0.08,0.09,0.12,0.14,0.1,0.08,0.1,0.05,0.11,0.11,0.1,0.11,0,6.5,0.33,1550,487.5,2375,6.97,3.08,2.8,8.15,4.02,8.15,10.53,Walking
0.1,0.14,0.1,0.09,0.11,0.1,0.07,0.1,0.08,0.13,0.11,0.11,0.1,0.08,0.08,0.09,0.07,0.08,0.18,0.13,0.12,0.14,0.07,0.09,0.12,0.12,0.08,0.1,0.08,0.09,0,9.24,2.28,2200,1410,2150,1.71,1.79,1.71,2.03,2.19,2.03,10.03,Upstairs
0.13,0.1,0.08,0.08,0.09,0.11,0.07,0.12,0.16,0.07,0.1,0.12,0.09,0.13,0.07,0.08,0.1,0.08,0.13,0.03,0.1,0.11,0.1,0.1,0.12,0.13,0.09,0.1,0.08,0.1,0,10.04,0.72,1750,242.5,1683.33,6.24,6.73,3.36,7.32,7.9,7.32,14.28,Jogging
0.09,0.16,0.1,0.12,0.07,0.09,0.06,0.08,0.11,0.15,0.11,0.1,0.07,0.11,0.12,0.12,0.1,0.08,0.09,0.12,0.1,0.12,0.12,0.1,0.1,0.09,0.12,0.11,0.08,0.09,0,10.11,0.18,3675,703.85,3166.67,2.51,3.9,3.23,3.12,4.83,3.12,11.52,Walking
0.06,0.08,0.13,0.15,0.17,0.15,0.09,0.09,0.06,0.05,0.03,0.12,0.13,0.11,0.13,0.15,0.08,0.13,0.08,0.07,0.05,0.11,0.14,0.12,0.15,0.1,0.14,0.1,0.1,0.03,0,9.73,-0.6,1625,1300,4225,2.28,1.96,1.3,2.63,2.47,2.63,10.22,Walking
0.03,0.08,0.08,0.08,0.1,0.09,0.13,0.15,0.13,0.14,0.11,0.1,0.12,0.09,0.12,0.08,0.09,0.08,0.09,0.14,0.07,0.12,0.1,0.12,0.11,0.12,0.13,0.06,0.07,0.11,0,8.72,2.51,2166.67,666.67,3625,2.75,4.88,3.39,3.54,5.78,3.54,10.67,Downstairs
0.03,0.07,0.15,0.12,0.1,0.12,0.11,0.14,0.08,0,0.03,0.12,0.15,0.11,0.12,0.11,0.1,0.1,0.1,0,0.02,0.07,0.1,0.12,0.09,0.11,0.12,0.15,0.13,0,0,4.14,0.58,337.93,558.82,1540,8.44,6.6,3.11,11.24,7.8,11.24,12.15,Jogging
0.08,0.15,0.14,0.11,0.1,0.08,0.1,0.07,0.11,0.06,0.13,0.11,0.1,0.09,0.07,0.1,0.1,0.1,0.13,0.02,0.08,0.14,0.15,0.11,0.09,0.06,0.06,0.1,0.1,0.12,0,7.92,-0.71,711.54,344.44,2350,8.28,7.63,5.36,9.92,8.64,9.92,15.31,Jogging
0.1,0.07,0.1,0.09,0.13,0.1,0.11,0.11,0.12,0.1,0.08,0.1,0.1,0.09,0.09,0.13,0.11,0.13,0.12,0.08,0.1,0.09,0.12,0.05,0.08,0.13,0.11,0.14,0.1,0.1,0,9.99,-1.54,3475,1193.75,850,3.08,2.65,3.07,4.03,3.69,4.03,11.68,Downstairs
0.03,0.1,0.13,0.16,0.18,0.16,0.07,0.07,0.06,0.07,0.11,0.07,0.08,0.1,0.14,0.13,0.06,0.09,0.15,0,0.04,0.04,0.08,0.16,0.14,0.16,0.13,0.13,0.1,0.05,0,8.8,2.02,4150,391.67,2725,2.84,8.11,3.59,3.68,9.08,3.68,12.58,Jogging
0.06,0.1,0.07,0.14,0.12,0.09,0.11,0.1,0.12,0.12,0.09,0.09,0.19,0.12,0.09,0.16,0.09,0.08,0.06,0.07,0.1,0.08,0.08,0.1,0.12,0.13,0.11,0.11,0.09,0.11,0,6.25,-0.09,1925,1025,3975,7.37,2.42,1.99,9.02,3.32,9.02,10.71,Walking
0.12,0.1,0.08,0.1,0.07,0.08,0.1,0.1,0.12,0.15,0.1,0.09,0.15,0.1,0.13,0.05,0.07,0.11,0.06,0.14,0.08,0.16,0.11,0.07,0.08,0.14,0.09,0.11,0.06,0.1,0,9.02,3.47,1775,2775,2162.5,1.92,3.01,2.01,2.35,3.74,2.35,10.46,Upstairs
0.15,0.1,0.1,0.1,0.11,0.09,0.07,0.1,0.1,0.1,0.13,0.05,0.11,0.1,0.09,0.09,0.1,0.12,0.12,0.11,0.18,0.14,0.1,0.1,0.05,0.08,0.07,0.06,0.09,0.14,0,9.42,-0.48,1630,711.54,2025,5.6,3.14,2.8,7.27,4.08,7.27,12.16,Walking
0.09,0.08,0.09,0.14,0.12,0.08,0.16,0.07,0.09,0.09,0.12,0.1,0.12,0.1,0.08,0.1,0.07,0.11,0.14,0.08,0.12,0.09,0.07,0.11,0.12,0.09,0.14,0.11,0.11,0.06,0,4.87,-0.22,1566.67,4075,1825,8.82,2.92,2.01,9.83,3.93,9.83,11.28,Walking
0.07,0.13,0.09,0.07,0.12,0.13,0.08,0.1,0.08,0.16,0.06,0.1,0.14,0.11,0.05,0.09,0.09,0.08,0.14,0.16,0.12,0.08,0.07,0.09,0.07,0.15,0.13,0.05,0.09,0.15,0,-1.18,-0.13,2883.33,3300,2150,7.59,6.44,5.85,9.75,7.68,9.75,13.09,Jogging
0.1,0.13,0.09,0.07,0.15,0.1,0.1,0.08,0.11,0.1,0.1,0.08,0.11,0.09,0.16,0.12,0.1,0.08,0.07,0.1,0.06,0.11,0.16,0.1,0.1,0.08,0.15,0.09,0.09,0.1,0,10.47,-0.18,3100,754.17,1550,3.98,3.8,4.08,4.88,4.74,4.88,12.73,Walking
0.11,0.11,0.07,0.1,0.11,0.05,0.11,0.1,0.14,0.12,0.12,0.08,0.14,0.07,0.09,0.12,0.1,0.11,0.08,0.11,0.12,0.09,0.1,0.06,0.1,0.1,0.13,0.14,0.09,0.1,0,9.7,2.09,2012.5,1260,1000,2.43,3.15,2.01,2.92,3.93,2.92,10.7,Walking
0.1,0.06,0.11,0.09,0.12,0.06,0.13,0.12,0.17,0,0.07,0.1,0.07,0.12,0.08,0.1,0.15,0.14,0.09,0,0.11,0.04,0.06,0.08,0.15,0.15,0.13,0.17,0.1,0,0,7.64,-0.14,750,564.29,1850,6.12,6.52,3.35,8.22,7.75,8.22,12.66,Jogging
0.01,0.04,0.06,0.08,0.1,0.11,0.09,0.15,0.24,0.15,0.07,0.11,0.07,0.09,0.13,0.11,0.14,0.08,0.11,0.11,0.07,0.11,0.12,0.09,0.09,0.07,0.12,0.12,0.12,0.11,0,9.33,0.78,900,1633.33,983.33,2.37,3.39,2.52,2.97,4.12,2.97,10.36,Walking
0.1,0.12,0.08,0.12,0.13,0.09,0.08,0.09,0.11,0.11,0.13,0.11,0.08,0.12,0.1,0.1,0.09,0.1,0.11,0.08,0.1,0.09,0.09,0.1,0.11,0.09,0.09,0.08,0.13,0.13,0,8.54,3.02,1666.67,533.33,1940,1.47,2.5,2.38,1.87,3.23,1.87,9.81,Upstairs
0.1,0.08,0.03,0.05,0.1,0.1,0.12,0.13,0.16,0.16,0.09,0.19,0.15,0.13,0.1,0.05,0.07,0.1,0.08,0.06,0.09,0.1,0.09,0.11,0.12,0.12,0.09,0.12,0.07,0.11,0,6.18,-0.57,2100,2137.5,3525,8.21,2.21,1.69,8.84,2.85,8.84,10.87,Upstairs
0.1,0.1,0.07,0.09,0.12,0.11,0.13,0.12,0.08,0.11,0.09,0.1,0.13,0.11,0.09,0.1,0.13,0.08,0.11,0.08,0.08,0.08,0.09,0.1,0.15,0.12,0.12,0.07,0.11,0.11,0,9.9,-0.72,1900,779.17,2175,3.97,3.05,2.48,5.1,3.94,5.1,11.46,Walking
0.1,0.09,0.1,0.13,0.12,0.1,0.08,0.1,0.1,0.11,0.09,0.09,0.11,0.11,0.08,0.1,0.09,0.12,0.11,0.13,0.1,0.13,0.09,0.09,0.11,0.11,0.09,0.09,0.11,0.1,0,7.25,0.57,1350,686.36,2966.67,7.99,5.77,3.98,9.54,6.75,9.54,13.08,Upstairs
0.09,0.09,0.14,0.09,0.13,0.09,0.08,0.08,0.13,0.1,0.09,0.11,0.1,0.1,0.11,0.07,0.07,0.14,0.12,0.07,0.09,0.1,0.07,0.09,0.11,0.09,0.1,0.13,0.13,0.12,0,11.1,-0.28,2750,476.32,2000,4.22,4.06,2.29,5.04,4.8,5.04,12.61,Walking
0.05,0.09,0.07,0.07,0.14,0.11,0.07,0.09,0.09,0.09,0.01,0.01,0.1,0.11,0.1,0.11,0.09,0.16,0.09,0.23,0.11,0.07,0.13,0.14,0.08,0.11,0.11,0.1,0.11,0.06,0,3.37,0.45,421.43,600,2283.33,10.05,7.35,3.91,12.33,8.7,12.33,14.73,Jogging
0.1,0.07,0.06,0.12,0.1,0.1,0.14,0.12,0.1,0.07,0.11,0.11,0.09,0.08,0.11,0.09,0.14,0.07,0.12,0.03,0.09,0.08,0.1,0.1,0.1,0.13,0.13,0.08,0.09,0.13,0,8.27,-0.27,685.71,459.52,1225,9.83,7.12,5.24,11.06,8.25,11.06,16.2,Jogging
0.1,0.13,0.12,0.09,0.12,0.12,0.1,0.09,0.11,0,0.09,0.06,0.08,0.1,0.12,0.15,0.11,0.1,0.13,0,0.12,0.13,0.09,0.06,0.11,0.08,0.11,0.08,0.15,0,0,9.24,-0.26,1562.5,4350,2700,2.64,3.55,3,3.19,4.35,3.19,10.63,Walking
0.08,0.12,0.1,0.11,0.08,0.1,0.11,0.11,0.09,0.12,0.11,0.09,0.11,0.09,0.11,0.1,0.1,0.08,0.1,0.12,0.06,0.09,0.12,0.1,0.11,0.09,0.1,0.09,0.16,0.11,0,10.32,-0.61,2500,565.63,1775,3.42,3.37,1.87,4.3,4.19,4.3,11.44,Downstairs
0.12,0.13,0.14,0.12,0.12,0.04,0.08,0.08,0.06,0.14,0,0.28,0.08,0.09,0.09,0.09,0.1,0.07,0.14,0.08,0.1,0.11,0.11,0.1,0.11,0.09,0.1,0.1,0.09,0.11,0,-9.58,0.65,1433.33,1550,4600,9.08,8.62,4.99,10.85,9.87,10.85,17.67,Jogging
0.14,0.11,0.1,0.09,0.14,0.09,0.09,0.12,0.07,0.07,0.12,0.11,0.11,0.09,0.13,0.13,0.14,0.1,0.07,0.02,0.09,0.15,0.06,0.11,0.1,0.13,0.08,0.09,0.11,0.11,0,3.05,-0.37,3183.33,1575,2400,10.61,4.98,5.73,12.42,6.25,12.42,14.92,Jogging
0.04,0.14,0.1,0.08,0.11,0.16,0.11,0.11,0.13,0,0.05,0.11,0.1,0.06,0.13,0.14,0.13,0.09,0.1,0,0.09,0.08,0.08,0.15,0.11,0.09,0.09,0.12,0.12,0,0,9.18,-0.11,1175,2300,1725,2.53,3.52,2.7,3.12,4.24,3.12,10.39,Walking
0,0.09,0.11,0.12,0.14,0.14,0.1,0.15,0.1,0.09,0.09,0.08,0.11,0.17,0.17,0.17,0.1,0.09,0.03,0.02,0.07,0.12,0.17,0.13,0.1,0.08,0.13,0.08,0.08,0.05,0,-0.44,-4.69,575,4000,2550,9.19,2.73,3.01,10.09,3.61,10.09,11.68,Upstairs
0.08,0.09,0.09,0.08,0.11,0.09,0.1,0.15,0.1,0.12,0.11,0.13,0.11,0.07,0.11,0.12,0.07,0.1,0.09,0.08,0.11,0.11,0.08,0.11,0.1,0.07,0.12,0.08,0.1,0.13,0,6.34,0.61,2866.67,800,2175,7.48,5.61,4.5,9.2,6.64,9.2,12.43,Upstairs
0.15,0.1,0.21,0.19,0.11,0.06,0.04,0.12,0.02,0,0.04,0.14,0.19,0.15,0.09,0.06,0.11,0.12,0.09,0,0.07,0.11,0.11,0.17,0.22,0.12,0.09,0.07,0.03,0,0,9.35,-0.67,1475,688.46,3475,4.62,3.22,2.19,5.78,3.91,5.78,11.16,Walking
0.15,0.1,0.14,0.1,0.07,0.12,0.09,0.1,0.08,0,0.08,0.09,0.1,0.11,0.08,0.08,0.17,0.08,0.14,0,0.1,0.07,0.12,0.08,0.09,0.11,0.11,0.09,0.15,0,0,9.95,0.2,2212.5,1400,1675,4.44,3.44,2.96,5.73,4.17,5.73,11.87,Walking
0.05,0.14,0.07,0.11,0.13,0.13,0.08,0.14,0.13,0,0.06,0.09,0.11,0.14,0.09,0.09,0.11,0.12,0.11,0,0.04,0.1,0.12,0.1,0.12,0.09,0.12,0.14,0.08,0,0,9.16,0.12,850,4025,1916.67,2.68,3.64,2.82,3.25,4.28,3.25,10.52,Walking
0.05,0.08,0.05,0.07,0.03,0.07,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.08,0.08,0.07,0.08,0.04,0.03,0.03,0.03,0.03,0.06,0.05,0.06,0.07,0.06,0.07,0.09,0.03,0,3.22,0.58,866.67,650,2300,4.6,2.68,1.75,10.18,6.35,10.18,6.6,Upstairs
0.13,0.13,0.12,0.14,0.13,0.08,0.07,0.09,0.05,0.08,0.09,0.08,0.06,0.1,0.1,0.08,0.12,0.1,0.15,0.15,0.09,0.08,0.06,0.08,0.08,0.09,0.12,0.17,0.13,0.11,0,7.79,-0.52,3300,790,3250,5.96,2.75,1.85,6.79,3.42,6.79,10.49,Upstairs
0.01,0.02,0.04,0.03,0.02,0.07,0.17,0.14,0.35,0.17,0,0.05,0.07,0.16,0,0.29,0,0.21,0.13,0.1,0.13,0.13,0.16,0.12,0.27,0.06,0.08,0.07,0,0,0,9.87,0.98,580,159.02,350,1.75,0.05,0.13,1.76,0.16,1.76,10.07,Standing
0.1,0.09,0.13,0.09,0.1,0.11,0.09,0.12,0.11,0.09,0.11,0.09,0.08,0.13,0.08,0.1,0.12,0.09,0.13,0.04,0.12,0.06,0.1,0.1,0.12,0.11,0.1,0.09,0.1,0.11,0,10,0.24,737.5,393.75,1050,4.66,6.77,3.73,6.01,8.09,6.01,13.79,Jogging
0.09,0.08,0.14,0.1,0.07,0.13,0.09,0.1,0.12,0.09,0.07,0.12,0.11,0.1,0.08,0.09,0.13,0.14,0.1,0.08,0.11,0.09,0.09,0.09,0.11,0.12,0.11,0.13,0.08,0.1,0,9.07,-1.62,2725,1383.33,975,2.72,1.7,1.98,3.21,2.26,3.21,10.06,Upstairs
0.12,0.14,0.06,0.1,0.15,0.07,0.06,0.12,0.07,0.13,0.09,0.14,0.07,0.12,0.13,0.1,0.05,0.13,0.06,0,0.09,0.09,0.13,0.1,0.1,0.14,0.05,0.1,0.1,0.12,0,7.54,1.19,2400,393.75,1275,4.59,7.67,7.35,5.6,8.82,5.6,14.2,Jogging
0.08,0.07,0.11,0.1,0.12,0.12,0.13,0.1,0.07,0.12,0.07,0.11,0.08,0.09,0.14,0.16,0.13,0.09,0.07,0.05,0.08,0.09,0.11,0.09,0.12,0.13,0.07,0.13,0.12,0.09,0,10.35,-0.67,2650,730.77,3000,4.76,3.73,2.98,6.16,4.8,6.16,12.5,Walking
0.19,0.07,0.04,0.08,0.08,0.03,0.07,0.08,0.11,0.25,0.19,0.13,0.05,0.13,0.08,0.09,0.07,0.13,0.09,0.06,0.08,0.08,0.07,0.11,0.11,0.12,0.14,0.11,0.09,0.11,0,6.96,1.25,325,800,3925,5.03,4.75,2.86,6.61,6,6.61,10.94,Downstairs
0.09,0.09,0.1,0.13,0.12,0.11,0.08,0.09,0.09,0.01,0.06,0.12,0.12,0.1,0.08,0.13,0.16,0.1,0.07,0.07,0.1,0.06,0.1,0.08,0.11,0.15,0.13,0.1,0.1,0.1,0,3.63,-1.42,486.84,745,2250,8.85,5.71,4.88,11.48,7.2,11.48,13.18,Jogging
0.08,0.09,0.17,0.16,0.11,0.11,0.09,0.07,0.09,0.06,0.03,0.09,0.14,0.16,0.13,0.08,0.11,0.1,0.1,0.07,0.07,0.11,0.14,0.07,0.08,0.11,0.09,0.13,0.13,0.11,0,9.15,0.77,1583.33,1364.29,2500,4.16,2.46,2.55,4.81,2.85,4.81,10.84,Walking
0.08,0.1,0.1,0.15,0.12,0.09,0.1,0.11,0.09,0.07,0.09,0.12,0.1,0.1,0.1,0.08,0.1,0.1,0.12,0.11,0.13,0.12,0.09,0.08,0.08,0.11,0.14,0.05,0.1,0.11,0,10.34,-0.88,3850,579.17,3250,2.87,3.23,2.02,3.67,4,3.67,11.34,Downstairs
0.09,0.13,0.13,0.04,0.11,0.06,0.16,0.09,0.13,0.08,0.1,0.08,0.11,0.15,0.1,0.07,0.08,0.12,0.09,0.12,0.1,0.12,0.15,0.09,0.08,0.1,0.08,0.11,0.1,0.11,0,7.49,1.49,2162.5,390,2350,3.43,7.82,3.11,4.09,8.96,4.09,11.39,Jogging
0.12,0.1,0.11,0.13,0.07,0.09,0.1,0.1,0.07,0.14,0.15,0.08,0.1,0.06,0.13,0.07,0.11,0.12,0.11,0.09,0.12,0.11,0.09,0.11,0.09,0.1,0.08,0.07,0.11,0.15,0,10.92,-0.57,2600,540.63,1075,4.57,4.16,2.5,5.61,4.98,5.61,12.78,Walking
0.09,0.08,0.29,0,0.3,0,0.11,0.08,0.07,0.01,0.01,0,0,0,0.2,0,0,0,0.53,0.25,0.1,0.04,0.05,0.11,0,0.1,0,0.2,0.23,0.19,0,9.89,1.44,4650,262.5,600,0.08,0.02,0.08,0.1,0.19,0.1,10,Standing
0.11,0.06,0.05,0.11,0.15,0.11,0.09,0.11,0.11,0.11,0.11,0.11,0.06,0.09,0.09,0.12,0.18,0.06,0.11,0.03,0.1,0.11,0.04,0.12,0.09,0.11,0.16,0.12,0.06,0.11,0,8.34,-0.32,733.33,397.83,2387.5,9.94,6.83,4.98,11.13,8.09,11.13,16.23,Jogging
0,0.03,0.05,0.12,0.05,0.1,0.12,0.18,0.13,0.25,0.16,0.05,0.04,0.08,0.08,0.07,0.14,0.08,0.1,0.15,0.03,0.18,0.06,0.09,0.08,0.1,0.08,0.13,0.15,0.13,0,8.62,1.62,1200,391.67,1316.67,4.38,6.59,3.61,5.78,7.71,5.78,11.94,Jogging
0.17,0.14,0.23,0.15,0.08,0.04,0.06,0.12,0.02,0,0.02,0.17,0.2,0.13,0.12,0.05,0.13,0.1,0.07,0,0.09,0.08,0.13,0.11,0.25,0.13,0.11,0.06,0.05,0,0,9.13,-0.64,2666.67,991.67,4025,4.96,3.06,2.17,6.1,3.83,6.1,11.05,Walking
0.09,0.11,0.06,0.15,0.06,0.1,0.13,0.12,0.09,0.11,0.1,0.08,0.1,0.09,0.1,0.14,0.1,0.1,0.12,0.1,0.11,0.13,0.09,0.09,0.11,0.09,0.11,0.12,0.09,0.09,0,10.7,-0.31,1040,875,1025,3.92,3.89,4.38,4.94,4.79,4.94,13.09,Walking
0.09,0.11,0.11,0.11,0.1,0.11,0.09,0.07,0.08,0,0.1,0.12,0.1,0.11,0.1,0.09,0.08,0.09,0.11,0,0.07,0.14,0.12,0.09,0.09,0.13,0.12,0.06,0.06,0,0,4.01,-0.47,470,480.56,3275,8.42,7.58,3.44,11.28,8.89,11.28,12.92,Jogging
0.05,0.05,0.05,0.1,0.13,0.18,0.14,0.17,0.13,0.02,0.2,0.18,0.1,0.17,0.13,0.08,0.07,0.03,0.05,0.02,0.14,0.09,0.11,0.12,0.09,0.11,0.11,0.04,0.08,0.12,0,-9.2,0.2,2750,4650,1575,5.73,7.52,3.98,7.25,9.02,7.25,14.93,Jogging
0.08,0.07,0.09,0.12,0.08,0.17,0.14,0.15,0.07,0.06,0.06,0.06,0.16,0.13,0.16,0.14,0.09,0.09,0.09,0.05,0.16,0.11,0.12,0.1,0.1,0.11,0.07,0.08,0.08,0.09,0,10.66,-1.16,1125,759.09,1783.33,3.53,2.99,2.56,4.52,3.82,4.52,12.09,Walking
0.07,0.11,0.11,0.07,0.12,0.07,0.11,0.15,0.12,0.09,0.08,0.15,0.07,0.16,0.11,0.12,0.1,0.08,0.04,0.12,0.1,0.11,0.08,0.1,0.16,0.05,0.13,0.11,0.09,0.1,0,8.92,-0.38,1025,918.75,775,6.08,2.87,2.37,7.73,3.95,7.73,11.96,Walking
